variable,91_1_label,91_1_type,91_1_present,91_2_label,91_2_type,91_2_present,95_label,95_type,95_present,99_label,99_type,99_present,103_label,103_type,103_present,106_label,106_type,106_present,110_label,110_type,110_present,years_count
n2_5_2,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途二,haven_labelled,1,,,0,1
n2_5_3,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途三,haven_labelled,1,,,0,1
n2_5_4,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途四,haven_labelled,1,,,0,1
n2_5_5,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途五,haven_labelled,1,,,0,1
n2_5_6,,,0,,,0,,,0,,,0,,,0,N2-5.您希望申請「原住民族綜合發展基金貸款」用途有哪些(複選)?用途六,haven_labelled,1,,,0,1
o1_2,,,0,,,0,,,0,,,0,,,0,O1.您家中現在有哪些可上網設備(複選)?設備二,haven_labelled,1,,,0,1
o1_3,,,0,,,0,,,0,,,0,,,0,O1.您家中現在有哪些可上網設備(複選)?設備三,haven_labelled,1,,,0,1
o1_4,,,0,,,0,,,0,,,0,,,0,O1.您家中現在有哪些可上網設備(複選)?設備四,haven_labelled,1,,,0,1
q12_a_1,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇一】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q123,,,0,,,0,Q12-3.請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養油錢、市,haven_labelled,1,,,0,,,0,,,0,,,0,1
q124,,,0,,,0,Q12-4.請問您全家每個月用在支付「看病就醫、繳保險費、購買醫療設備等」的費用是多少?【,haven_labelled,1,,,0,,,0,,,0,,,0,1
q125,,,0,,,0,Q12-5.請問您全家每個月用在支付「抽煙、飲酒、吃檳榔等」的費用是多少?【過去ㄧ年平均每,haven_labelled,1,,,0,,,0,,,0,,,0,1
q126,,,0,,,0,Q12-6.請問您全家每個月用在支付「繳各種稅、勞健保、農漁保險、紅白包禮金、捐款」的費,haven_labelled,1,,,0,,,0,,,0,,,0,1
q127,,,0,,,0,Q12-7.請問您全家每個月用在支付「打掃家庭、洗衣洗碗、請傭人等」的費用是多少?【過去ㄧ,haven_labelled,1,,,0,,,0,,,0,,,0,1
q128,,,0,,,0,Q12-8.請問您全家每個月用在支付「各項學費、補習費、報紙雜誌書籍文具等」的費用是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q129,,,0,,,0,Q12-9.請問您全家每個月用在支付「國內外旅遊、運動娛樂消遣」的費用是多少?【過去ㄧ年平,haven_labelled,1,,,0,,,0,,,0,,,0,1
q12_a_2,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇二】,haven_labelled,1,,,0,,,0,,,0,,,0,1
o1_5,,,0,,,0,,,0,,,0,,,0,O1.您家中現在有哪些可上網設備(複選)?設備五,haven_labelled,1,,,0,1
q12_a_3,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇三】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q12_a_4,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇四】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q12_a_5,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇五】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q12_a_6,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇六】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q12_a_7,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇七】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q12_a_8,,,0,,,0,Q12-A.除了以上的支出，請問您家庭有沒有以下的支付?【逐一提示選項，選擇八】,haven_labelled,1,,,0,,,0,,,0,,,0,1
q131,,,0,,,0,Q13-1.請問您個人每個月用於投資的金額是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q122,,,0,,,0,Q12-2.請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修等」的費用是多少?【過去一年,haven_labelled,1,,,0,,,0,,,0,,,0,1
q1214,,,0,,,0,Q12-14.請問您全家每個月用在支付其他費用，像是「牙膏洗髮精理髮沐浴用品、或是上餐廳咖,haven_labelled,1,,,0,,,0,,,0,,,0,1
q1213,,,0,,,0,Q12-13.請問您全家每個月用在支付「兒童照顧、老人照顧、身心障礙者照顧等」的費用是多少,haven_labelled,1,,,0,,,0,,,0,,,0,1
q1212,,,0,,,0,Q12-12.請問您全家每個月用在支付購買「傢俱、家庭電器、廚房用具等」的費用是多少?【過,haven_labelled,1,,,0,,,0,,,0,,,0,1
o1o,,,0,,,0,,,0,,,0,,,0,O1.您家中現在有哪些可上網設備(複選)?(5)其他(請說明),character,1,,,0,1
o2,,,0,,,0,,,0,,,0,,,0,O2.您家裡有沒有連上網際網路?,haven_labelled,1,,,0,1
q101,,,0,,,0,Q10-1.請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己,haven_labelled,1,,,0,,,0,,,0,,,0,1
q102,,,0,,,0,Q10-2.請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q103,,,0,,,0,Q10-3.請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少?【過去,haven_labelled,1,,,0,,,0,,,0,,,0,1
q104,,,0,,,0,Q10-4.請問您個人每個月的「房屋、土地出租租金」收入總共是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q105,,,0,,,0,Q10-5.除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少?,haven_labelled,1,,,0,,,0,,,0,,,0,1
q111,,,0,,,0,Q11-1.包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁,haven_labelled,1,,,0,,,0,,,0,,,0,1
q112,,,0,,,0,Q11-2.包含您本人，全家每個月接受「政府津貼補助、各種保險」總收入是多少?【過去ㄧ年平,haven_labelled,1,,,0,,,0,,,0,,,0,1
q113,,,0,,,0,Q11-3.包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少?【,haven_labelled,1,,,0,,,0,,,0,,,0,1
q114,,,0,,,0,Q11-4.包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少?【過去ㄧ年平均每,haven_labelled,1,,,0,,,0,,,0,,,0,1
q115,,,0,,,0,Q11-5.包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少?【過去一年,haven_labelled,1,,,0,,,0,,,0,,,0,1
q121,,,0,,,0,Q12-1.請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少?【過去,haven_labelled,1,,,0,,,0,,,0,,,0,1
q1210,,,0,,,0,Q12-10.請問您全家每個月用在支付「利息、各項貸款、跟會」的費用是多少?【過去ㄧ年平均,haven_labelled,1,,,0,,,0,,,0,,,0,1
q1211,,,0,,,0,Q12-11.請問您全家每個月用在支付「買衣服、鞋子、襪子各項衣物」的費用是多少?【過去ㄧ,haven_labelled,1,,,0,,,0,,,0,,,0,1
k3o,,,0,,,0,,,0,,,0,,,0,,,0,k3o,character,1,1
j7_4_2o,,,0,,,0,,,0,,,0,J7-4.「國內外跟團旅遊/運動娛樂消遣」支出金額  請記錄___元,numeric,1,,,0,,,0,1
k3_7,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資七,haven_labelled,1,,,0,1
e5,,,0,,,0,,,0,,,0,,,0,,,0,"請問經濟戶長個人每個月的「房屋、土地出租租金」收入總共是多少？【110年平均每個月的金 額】 □(1)未滿5,000元 □(2)5,000 元-未滿10,000元 □(3)10,000元-未滿15,000元 □(4)15,000元-未滿20,000元 □(5)20,000元-未滿25,000元 □(6)25,000元-未滿30,000元 □(7)30,000元-未滿40,000元 □(8)40,0",character,1,1
e6,,,0,,,0,,,0,,,0,,,0,,,0,"除了以上這些收入以外，請問經濟戶長個人每個月「其他雜項」收入總共是多少？【110年平均 每個月的金額】 □(1)未滿5,000元 □(2)5,000 元-未滿10,000元 □(3)10,000元-未滿15,000元 □(4)15,000元-未滿20,000元 □(5)20,000元-未滿25,000元 □(6)25,000元-未滿30,000元 □(7)30,000元-未滿40,000元 □(8",character,1,1
end,,,0,,,0,,,0,結束時間(如2:10key成 0210),numeric,1,,,0,,,0,,,0,1
f1_1_10,,,0,,,0,,,0,,,0,,,0,F1-1-10.與您同戶籍且共同生活的人(包括自己且不限原住民)，55-64歲的非原住民有幾位?,haven_labelled,1,,,0,1
f1_1_11,,,0,,,0,,,0,,,0,,,0,F1-1-11.與您同戶籍且共同生活的人(包括自己且不限原住民)，65歲以上的非原住民有幾位?,haven_labelled,1,,,0,1
f1_1_12,,,0,,,0,,,0,,,0,,,0,F1-1-12.與您同戶籍且共同生活的人(包括自己且不限原住民)，非原住民總計有幾位?,haven_labelled,1,,,0,1
f1_1_6,,,0,,,0,,,0,,,0,,,0,F1-6-5.與您同戶籍且共同生活的人(包括自己且不限原住民)，原住民總計有幾位?,haven_labelled,1,,,0,1
f1_1_7,,,0,,,0,,,0,,,0,,,0,F1-1-7.與您同戶籍且共同生活的人(包括自己且不限原住民)，6歲以下的非原住民有幾位?,haven_labelled,1,,,0,1
f1_1_8,,,0,,,0,,,0,,,0,,,0,F1-1-8.與您同戶籍且共同生活的人(包括自己且不限原住民)，7-15歲的非原住民有幾位?,haven_labelled,1,,,0,1
f1_1_9,,,0,,,0,,,0,,,0,,,0,F1-1-9.與您同戶籍且共同生活的人(包括自己且不限原住民)，16-54歲的非原住民有幾位?,haven_labelled,1,,,0,1
f1_1o,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資跳答F2,numeric,1,1
f1_a,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資跳答F2,character,1,1
f1_b,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資跳答F2,character,1,1
f1_c,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資跳答F2,character,1,1
f1_d,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資跳答F2,character,1,1
f1o,,,0,,,0,,,0,,,0,,,0,,,0,f1o,character,1,1
f2_1_1,,,0,,,0,,,0,F2_1_1.6歲以下的原住民有幾位？,numeric,1,,,0,,,0,,,0,1
f2_1_2,,,0,,,0,,,0,F2_1_2.7-15歲的原住民有幾位？,numeric,1,,,0,,,0,,,0,1
e5o,,,0,,,0,,,0,,,0,,,0,,,0,e5o,numeric,1,1
e4o,,,0,,,0,,,0,,,0,,,0,,,0,e4o,numeric,1,1
k3_6,,,0,,,0,,,0,,,0,,,0,K3.除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎(複選)?投資六,haven_labelled,1,,,0,1
e4,,,0,,,0,,,0,,,0,,,0,,,0,"請問經濟戶長個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多 少？【110年平均每個月的金額】 □(1)未滿1,000元 □(2)1,000 元-未滿2,000元 □(3)2,000 元-未滿3,000元 □(4)3,000 元-未滿4,000元 □(5)4,000 元-未滿5,000元 □(6)5,000 元-未滿6,000元 □(7)6,000 元-未滿8,000元 □(",character,1,1
d3_1o,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有向親友、雇主、店家等借錢、預支薪水或賒帳等情形？ □(1)有 □(2)沒有跳答D4,numeric,1,1
d3_2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有向親友、雇主、店家等借錢、預支薪水或賒帳等情形？ □(1)有 □(2)沒有跳答D4,character,1,1
d4,,,0,,,0,,,0,,,0,,,0,,,0,除了消費性貸款、創業貸款、私人借貸，請問經濟戶長有沒有其他貸款？ □(1)有，請說明______________ □(2)沒有跳答E部分,character,1,1
d4_1_1,,,0,,,0,,,0,,,0,,,0,,,0,除了消費性貸款、創業貸款、私人借貸，請問經濟戶長有沒有其他貸款？ □(1)有，請說明______________ □(2)沒有跳答E部分,character,1,1
d4_1o,,,0,,,0,,,0,,,0,,,0,,,0,除了消費性貸款、創業貸款、私人借貸，請問經濟戶長有沒有其他貸款？ □(1)有，請說明______________ □(2)沒有跳答E部分,character,1,1
d4_2,,,0,,,0,,,0,,,0,,,0,,,0,除了消費性貸款、創業貸款、私人借貸，請問經濟戶長有沒有其他貸款？ □(1)有，請說明______________ □(2)沒有跳答E部分,character,1,1
d4_2o,,,0,,,0,,,0,,,0,,,0,,,0,除了消費性貸款、創業貸款、私人借貸，請問經濟戶長有沒有其他貸款？ □(1)有，請說明______________ □(2)沒有跳答E部分,numeric,1,1
d4_3,,,0,,,0,,,0,,,0,,,0,,,0,除了消費性貸款、創業貸款、私人借貸，請問經濟戶長有沒有其他貸款？ □(1)有，請說明______________ □(2)沒有跳答E部分,character,1,1
d4_3o,,,0,,,0,,,0,,,0,,,0,,,0,除了消費性貸款、創業貸款、私人借貸，請問經濟戶長有沒有其他貸款？ □(1)有，請說明______________ □(2)沒有跳答E部分,numeric,1,1
d4o,,,0,,,0,,,0,,,0,,,0,,,0,d4o,character,1,1
date,,,0,,,0,,,0,訪問日期(如3月15日key成315),numeric,1,,,0,,,0,,,0,1
e1,,,0,,,0,,,0,,,0,,,0,,,0,"請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁 業或自己做生意、經營公司等」的收入是多少？【110年平均每個月的金額】 □(1)未滿10,000元 □(2)10,000 元-未滿15,000元 □(3)15,000 元-未滿20,000元 □(4)20,000 元-未滿25,000元 □(5)25,000 元-未滿30,000元 □(6)30,000 元-未滿",character,1,1
e1o,,,0,,,0,,,0,,,0,,,0,,,0,e1o,numeric,1,1
e2,,,0,,,0,,,0,,,0,,,0,,,0,e2,character,1,1
e2o,,,0,,,0,,,0,,,0,,,0,,,0,e2o,numeric,1,1
e3,,,0,,,0,,,0,,,0,,,0,,,0,"請問經濟戶長個人每個月「紅白包禮金、私人發給救濟金/慰問金/獎助學金、向私人借住房屋省 下的房租、國外禮金/贈款」收入總共是多少？【110年平均每個月的金額】 □(1)未滿1,000元 □(2)1,000 元-未滿2,000元 □(3)2,000 元-未滿3,000元 □(4)3,000 元-未滿4,000元 □(5)4,000 元-未滿5,000元 □(6)5,000 元-未滿6,000元 □(",character,1,1
e3o,,,0,,,0,,,0,,,0,,,0,,,0,e3o,numeric,1,1
f2_1_3,,,0,,,0,,,0,F2_1_3.16-54歲的原住民有幾位？,numeric,1,,,0,,,0,,,0,1
f2_1_4,,,0,,,0,,,0,F2-1-4. 55-64歲的原住民有幾位,numeric,1,,,0,,,0,,,0,1
f2_1_5,,,0,,,0,,,0,F2-1-5. 65歲以上的原住民有幾位？,numeric,1,,,0,,,0,,,0,1
f3_1r,,,0,,,0,,,0,F3-1.請問您的先生/太太所屬的族別？,haven_labelled,1,,,0,,,0,,,0,1
g2_1,,,0,,,0,,,0,,,0,,,0,,,0,承上題(L1)，請問這些有固定收入的家人中，具有原住民身分者有幾位？ □(1)有具原住民身分，共______________位 □(2)沒有原住民身分,numeric,1,1
g2o,,,0,,,0,,,0,,,0,G2.請問您每個月的房屋租金是多少?請記錄___元,numeric,1,,,0,,,0,1
g3_1,,,0,,,0,,,0,G3-1.請問您家中目前的房屋貸款總共借（貸）了多少錢？,haven_labelled,1,,,0,,,0,,,0,1
g3_2,,,0,,,0,,,0,G3-2.請問您家中目前有沒有繼續在繳房屋貸款？,haven_labelled,1,,,0,,,0,,,0,1
g3_3,,,0,,,0,,,0,G3-3.請問您家中已經繳了幾年的房屋貸款？,haven_labelled,1,,,0,,,0,,,0,1
g3_4,,,0,,,0,,,0,G3-4.請問您家中已經有幾年沒有繳房屋貸款？,haven_labelled,1,,,0,,,0,,,0,1
g3_5,,,0,,,0,,,0,G3-5.請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,haven_labelled,1,,,0,,,0,,,0,1
g3o,,,0,,,0,,,0,,,0,,,0,,,0,g3o,numeric,1,1
g4_1,,,0,,,0,,,0,G4-1.請問您個人的信用貸款、車貸、信用卡、現金卡總共借了多少錢？,haven_labelled,1,,,0,,,0,,,0,1
g4_2,,,0,,,0,,,0,G4-2.請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡等的貸款金額，總共是多,haven_labelled,1,,,0,,,0,,,0,1
g4o,,,0,,,0,,,0,,,0,,,0,,,0,g4o,numeric,1,1
g5_1,,,0,,,0,,,0,G5-1.請問您個人的創業貸款總共借了多少錢？,haven_labelled,1,,,0,,,0,,,0,1
g5_2,,,0,,,0,,,0,G5-2.請問您個人每個月要繳納的創業貸款總共是多少？【過去ㄧ年平均每個月的金額】,haven_labelled,1,,,0,,,0,,,0,1
g6_1o,,,0,,,0,,,0,,,0,G6-1.請問您家中目前的房屋貸款總共借(貸)了多少錢?請記錄___元,numeric,1,,,0,,,0,1
g6_2,,,0,,,0,,,0,,,0,G6-2.請問您家中每個月房屋貸款要繳多少錢?【過去ㄧ年平均每個月的繳款金額】,haven_labelled,1,,,0,,,0,1
g6_2o,,,0,,,0,,,0,,,0,G6-2.請問您家中每個月房屋貸款要繳多少錢?請記錄___元,numeric,1,,,0,,,0,1
g6_n,,,0,,,0,,,0,,,0,,,0,G6.經濟戶長的配偶屬於以下那種身分：新住民(國籍：__),character,1,,,0,1
g1o,,,0,,,0,,,0,,,0,G1.請問您現在住的房子是屬於誰的?其他(請說明),character,1,,,0,,,0,1
g1_1,,,0,,,0,,,0,,,0,,,0,,,0,除了經濟戶長本人以外，家裡有沒有「其他家人」有固定收入？ □(1)有，共______________位 □(2)沒有跳答G3,numeric,1,1
g11,,,0,,,0,,,0,,,0,,,0,,,0,這幾位家人平均每個月提供的總金額大約多少錢？_______________元 H 部分：家庭支出 接下來請問您家庭支出的情況。因為有些家庭的支出可能是ㄧ年有幾次，並不是 每個月或經常性會有的支出（像是繳所得稅），也請包含在您的家庭支出,numeric,1,1
f4_2_3,,,0,,,0,,,0,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1,,,0,,,0,,,0,1
f3_5,,,0,,,0,,,0,,,0,,,0,,,0,除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資 G 部分：家庭收入,character,1,1
f3_6,,,0,,,0,,,0,,,0,,,0,,,0,除了經濟戶長本人，其他家人目前有從事以下哪些投資嗎？(可複選) □(1)銀行定存 □(2)投資股票 □(3)投資基金 □(4)投資債券/期貨 □(5)買黃金 □(6)買儲蓄型或投資型保險 □(7)投資不動產(土地、房屋) □(8)投資外幣 □(9)投資虛擬貨幣(如比特幣) □(10)參加民間跟會 □(11)其他，請說明_____________ □(12)都沒有投資 G 部分：家庭收入,character,1,1
f4,,,0,,,0,,,0,F4.請問您的先生/太太有沒有在工作？,haven_labelled,1,,,0,,,0,,,0,1
f4_1r,,,0,,,0,,,0,F4-1.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作？,haven_labelled,1,,,0,,,0,,,0,1
f4_2,,,0,,,0,,,0,,,0,,,0,F4.您家庭的主要經濟來源是什麼(複選，超過總收入五分之一者皆算入主要經濟來源)?來源二,haven_labelled,1,,,0,1
f4_2_1,,,0,,,0,,,0,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1,,,0,,,0,,,0,1
f4_2_2,,,0,,,0,,,0,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1,,,0,,,0,,,0,1
f4_2_4,,,0,,,0,,,0,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1,,,0,,,0,,,0,1
g10,,,0,,,0,,,0,,,0,,,0,,,0,請問有幾位？________位,numeric,1,1
f4_2_5,,,0,,,0,,,0,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1,,,0,,,0,,,0,1
f4_2_6,,,0,,,0,,,0,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1,,,0,,,0,,,0,1
f4_2_7,,,0,,,0,,,0,F4-2.請問您為什麼不希望您的配偶外出工作？(可複選),haven_labelled,1,,,0,,,0,,,0,1
f4_3,,,0,,,0,,,0,,,0,,,0,F4.您家庭的主要經濟來源是什麼(複選，超過總收入五分之一者皆算入主要經濟來源)?來源三,haven_labelled,1,,,0,1
f4_4,,,0,,,0,,,0,,,0,,,0,F4.您家庭的主要經濟來源是什麼(複選，超過總收入五分之一者皆算入主要經濟來源)?來源四,haven_labelled,1,,,0,1
f4o,,,0,,,0,,,0,,,0,,,0,F4.您家庭的主要經濟來源是什麼(複選，超過總收入五分之一者皆算入主要經濟來源)?其他，,character,1,,,0,1
farm,,,0,,,0,農家與非農家,haven_labelled,1,,,0,,,0,,,0,,,0,1
d3_1,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有向親友、雇主、店家等借錢、預支薪水或賒帳等情形？ □(1)有 □(2)沒有跳答D4,character,1,1
d3,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有向親友、雇主、店家等借錢、預支薪水或賒帳等情形？ □(1)有 □(2)沒有跳答D4,character,1,1
d2_3,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長有沒有創業貸款？ □(1)有 □(2)沒有跳答D3,character,1,1
c51,,,0,,,0,C5-1.其中原住民有幾位?____人,numeric,1,,,0,,,0,,,0,,,0,1
b3,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長教育程度？ □(1)不識字 □(2)自修 □(3)國小 □(4)國(初)中 □(5)高級中等(普通教育) □(6)高級中等(職業教育，含五專前三年) □(7)專科 □(8)大學 □(9)研究所及以上,character,1,1
b4,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長需不需要負責家計？ □(1)需要，是主要家計負責人 □(2)需要，是次要(輔助)家計負責人 □(3)不需要負責家計 附 1-2,character,1,1
b5r,,,0,,,0,,,0,,,0,,,0,,,0,b5r,character,1,1
b6,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長的配偶屬於以下那種身分？ □(1)原住民續答B6-1 □(2)漢族跳答 B7 □(3)新住民(國籍：___________) 跳答B7 □(4)無配偶跳答B7 □(5)其他________跳答B7,character,1,1
b6_1o,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長的配偶屬於以下那種身分？ □(1)原住民續答B6-1 □(2)漢族跳答 B7 □(3)新住民(國籍：___________) 跳答B7 □(4)無配偶跳答B7 □(5)其他________跳答B7,character,1,1
b6_1r,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長的配偶屬於以下那種身分？ □(1)原住民續答B6-1 □(2)漢族跳答 B7 □(3)新住民(國籍：___________) 跳答B7 □(4)無配偶跳答B7 □(5)其他________跳答B7,character,1,1
b6o,,,0,,,0,,,0,,,0,,,0,,,0,b6o,character,1,1
b7,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長 111年 9月11日至 9 月 17日在做什麼工作？(單選) □(1)從事某種工作 跳答 B7-1 □(2)利用課餘或假期工作 □(3)家事餘暇從事工作 □(4)有工作而未做 跳答 B8 □(5)無工作在找工作或已找工作在等待結果 跳答 B8 □(6)想工作而未找工作，且隨時可以開始工作 跳答 B8 □(7)求學及準備升學 (兼有工作者選2、無工作在找工作或已找工作在等待結果選5) ,character,1,1
b7_1,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長 111年 9月11日至 9 月 17日在做什麼工作？(單選) □(1)從事某種工作 跳答 B7-1 □(2)利用課餘或假期工作 □(3)家事餘暇從事工作 □(4)有工作而未做 跳答 B8 □(5)無工作在找工作或已找工作在等待結果 跳答 B8 □(6)想工作而未找工作，且隨時可以開始工作 跳答 B8 □(7)求學及準備升學 (兼有工作者選2、無工作在找工作或已找工作在等待結果選5) ,character,1,1
b7_2,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長 111年 9月11日至 9 月 17日在做什麼工作？(單選) □(1)從事某種工作 跳答 B7-1 □(2)利用課餘或假期工作 □(3)家事餘暇從事工作 □(4)有工作而未做 跳答 B8 □(5)無工作在找工作或已找工作在等待結果 跳答 B8 □(6)想工作而未找工作，且隨時可以開始工作 跳答 B8 □(7)求學及準備升學 (兼有工作者選2、無工作在找工作或已找工作在等待結果選5) ,character,1,1
b7_2o,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長 111年 9月11日至 9 月 17日在做什麼工作？(單選) □(1)從事某種工作 跳答 B7-1 □(2)利用課餘或假期工作 □(3)家事餘暇從事工作 □(4)有工作而未做 跳答 B8 □(5)無工作在找工作或已找工作在等待結果 跳答 B8 □(6)想工作而未找工作，且隨時可以開始工作 跳答 B8 □(7)求學及準備升學 (兼有工作者選2、無工作在找工作或已找工作在等待結果選5) ,character,1,1
b7o,,,0,,,0,,,0,,,0,,,0,,,0,b7o,character,1,1
b8,,,0,,,0,,,0,,,0,,,0,,,0,請問經濟戶長從事的行業有沒有透過創意將原住民文化元素運用或展現在產品或服務中？ □(1)有(續答B9) □(2)沒有(跳答C 部分),character,1,1
